dept,donation,events,food_spend,guest_amt,venue_cost,equipment_rental,event_date,attendance,sponsorship,marketing_spend,student_spend
ECE,1295125.5979449668,40,42791.88145854088,42642.43207781151,69169.18698163482,17684.744127128928,2024-12-16,685,482270.6539822084,19530.548086005547,643286.112708236
Civil,825309.0760274489,38,36571.762224067796,7259.649426070486,87248.15267979291,16037.598082029373,2023-04-14,786,274100.6284805591,26657.327832242227,447200.700123195
Medical Electronics,584719.6445799066,33,89154.69136553137,25907.592596403687,73703.96170452875,8266.81576033156,2024-03-01,283,151060.95663407384,32780.94129446302,358665.00957789837
ECE,1968756.4135216651,28,51400.2156022719,22082.75440032516,45914.9136312538,12274.984739116579,2023-04-11,122,68932.77193301736,23220.98664214298,687701.5073943052
AI&DS,848201.3123143339,1,18554.77409794235,19246.4041958893,73607.64334570854,26723.977625522406,2024-06-24,885,354728.8866889499,13926.76429314656,430557.82468641445
CSE,1793493.447174312,8,84407.20912236223,17856.481732014403,29396.003184512956,27611.320289062347,2024-09-30,228,325979.4612805661,48273.82215418868,692750.6563391499
CSE,498411.48148761806,37,14287.713169285595,9111.834718718414,94852.1621606735,5018.692709263277,2024-06-05,390,193229.96966584955,28016.039301917783,304418.77937643154
AI&DS,465554.1728489124,32,75407.4301751377,19167.162320824194,130975.09136234455,19853.409786938784,2023-04-16,931,475961.2624142588,38026.416662946525,436708.45964053104
Cybersecurity,110711.46162479714,48,79651.55995935986,6937.358122205085,114287.32096609219,22982.51522562784,2024-11-09,600,20879.378364046657,23497.123710022617,215751.125061195
CSE,1320750.3094829759,43,41734.234533597235,40143.373863999586,66851.22520703447,20468.67456144016,2023-10-04,285,158824.68729959463,20980.929381157235,547003.0031986751
Civil,768626.3702613342,37,84230.9070650008,22920.250728110525,31319.256725050065,7041.9941216588495,2023-03-06,578,461324.0482867949,23322.393431020624,470214.90674886917
Civil,1735498.5871872923,4,56409.34652708081,24975.672454396023,46279.4218992852,10443.122469972555,2023-07-07,670,167258.3647765258,23413.84897035424,657118.0589533263
Mechanical,972759.3180485364,30,51696.42879455171,45211.75639025592,90913.74426432863,11258.506684534652,2023-11-13,591,133603.8885890335,29488.10521738791,462580.53465717373
IT,1937977.1844337075,6,14086.29533218233,34612.47427375494,46917.42083979427,25793.115782627243,2023-05-18,612,271768.0008663112,29456.14414916134,727964.3323810459
Cybersecurity,411774.7556210862,46,36102.62742840153,5362.659650395391,90716.50446704577,16579.985907723014,2023-12-09,742,413662.85746106354,27371.921714729226,389802.09365877416
Medical Electronics,1743815.177513441,19,93790.89737967699,47442.867033257826,50107.87321930686,17170.70529853092,2023-04-15,166,60541.91283039692,11065.360321284714,661199.0274523417
CSE,1564363.8629438963,32,45264.156695515,15671.500968997005,130360.10303188946,28372.326163862715,2024-06-29,904,472080.1477264107,27323.3965325239,752634.740980063
Civil,1553297.5970559013,9,59203.046850109145,9842.638314193648,71645.29146925977,20927.147221367886,2024-01-15,566,399585.7117787704,12609.675518929318,660373.0342639203
AI&DS,1697327.2948279309,12,57881.95110858266,39565.7680271397,51921.58137278384,27466.692538816595,2023-04-20,384,98812.62522026045,10676.110383309431,633026.3908803354
CSE,1533996.7823388479,11,63138.7980840424,27521.479214002316,125602.40343211801,16412.721383538323,2024-06-28,700,358883.90098709974,46969.05728035255,669737.9933286767
IT,1271129.62718126,46,15519.786007895436,24519.67547081079,64569.06542470859,8735.906462957355,2023-12-20,516,198629.774092403,32222.75059164669,543298.6410109311
AI&DS,305927.51148065575,16,42595.862931885546,16227.63858572338,34493.39941904165,28248.389851852142,2023-11-13,199,207124.39225739616,34677.05261560629,218501.24997771415
ECE,113426.05000794123,1,75081.54464942988,29636.21704380434,94153.2338824734,16467.627891688455,2023-09-23,288,393812.1452950445,23080.71516500137,207051.27865738832
ECE,1845653.3032405893,45,28050.422596568464,17347.307234116437,95603.34657693854,9540.785546970546,2024-11-24,989,481764.5559105588,45904.14013616889,814475.0613601927
CSE,1252468.113315439,21,28322.05397917244,45571.235237918045,112910.43778064544,12559.893507598055,2023-03-06,957,72061.37769512503,33706.872031084946,528255.1980416804
IT,1603247.7174035439,30,10908.154602012226,14684.201587993675,51228.52631709012,6270.064742223556,2023-11-29,487,216108.8160706215,39612.644128561435,628732.5097106025
Cybersecurity,988968.5854494727,13,49373.373394738876,44795.98177050891,77690.27408199187,16707.51478640963,2024-05-27,340,245661.38796130873,21585.31110624712,464537.41560890607
CSE,278750.9684766692,34,89446.09426060798,30173.244157731064,56707.82947554531,26328.204297755914,2023-05-13,881,194392.79030794883,48200.53463686065,317061.1501506592
Civil,294112.29479497334,4,14671.084922857812,42281.966025285845,30523.985695039457,28339.511400167234,2024-08-14,830,187962.67062095026,41920.75805712418,232937.82957658856
EEE,1386852.3100964942,28,27200.683854640236,37078.06981374297,133959.7975120659,28315.055187591093,2024-06-23,516,35611.6471051823,43427.680835654464,572152.2909069986
CSE,889096.4950539522,38,37907.608450847954,36351.28001465369,114753.07458348435,8130.750640718668,2024-06-18,275,345913.9240756854,12748.742034158942,449279.96801716666
CSE,441023.2170656566,31,75855.22629077916,19595.561346277507,59190.19772964409,14551.347062776425,2024-05-10,486,223745.06438882224,17193.344354204877,293272.1718058845
AI&DS,1008609.366145802,27,67657.20335223278,15525.361916249156,97918.48907335821,5705.7189912676595,2024-09-12,570,105448.96329552411,17853.196985760966,453222.1606092707
EEE,175207.42729651148,5,47434.95141236695,14489.880245635466,46164.29245748142,26379.13362428682,2024-09-10,952,409856.4161280135,17190.915046109203,239835.28078284315
Civil,1184844.2337330775,25,78316.20453325381,43573.62456768149,135730.76083345021,13968.894050531844,2024-10-18,332,403254.76659429766,43493.36729469296,604209.2218349162
CSE,574537.1386484405,3,64866.79104912117,41919.2069116559,34937.82463704834,20777.92569730587,2024-01-04,762,248331.89776355796,6434.815784386645,317229.0313290702
AI&DS,1605240.246242517,33,90643.67196914971,24825.808760553828,20498.828916014118,22872.460951932215,2024-10-12,551,156240.82396240265,8424.499504134843,646320.5149426566
IT,655205.8199009688,4,83622.40742248237,10958.207607340457,85261.06570609368,15746.116743578885,2023-04-09,376,322665.4356402617,17326.16917834567,373066.28919774154
CSE,937679.2907095123,25,32753.22454802805,22201.351338985627,95806.61704887301,12661.058413756076,2023-11-13,328,151194.5465309275,13994.283859224965,422983.1424515491
EEE,72660.05282079623,20,34429.47198707802,32870.45543616101,95265.49163845456,29055.322752898617,2023-05-03,270,125643.8858586189,15433.682624728177,170157.7604190614
Mechanical,191271.4311993898,34,21282.082821314707,25448.141951597878,27086.550566917416,29112.205625596354,2023-11-16,834,367952.18047290004,40907.443516398496,250622.2215860153
EEE,815362.4349930354,26,40326.825314571084,40108.517081734775,60825.69489939622,12235.909200750548,2024-08-15,312,29759.367463265844,30340.69672514211,367704.1649296747
ECE,985880.7276983908,5,99958.95268471849,49893.027001312345,84895.86308937313,16990.627418611453,2024-05-09,381,56436.55080695104,5259.67975818356,432605.25126919296
Civil,1220040.0688326422,35,46517.60517535549,13600.943980200358,48155.29413154132,29321.10396650056,2024-04-01,140,13326.20527155899,24319.524456688785,473539.6013490364
Medical Electronics,618742.0284831413,28,29843.959122019576,25684.28688468076,133441.3651131665,5121.71019138758,2024-06-05,221,84942.16137295881,23354.82170826615,337162.9109229556
CSE,1405214.677946758,29,78623.45960279978,24394.27558643699,31324.207629986424,15316.95620947873,2024-06-03,326,43805.104268125135,10127.537125004459,550794.6891792502
EEE,1727238.674518949,9,58822.39031163905,18702.163973702787,83359.97741736558,7511.438742024211,2024-12-17,393,497943.1602121601,35426.38048706557,723407.5672218787
Medical Electronics,1570709.428342032,38,23464.13045742573,13914.298252413031,109884.08747670977,17728.949139065066,2023-11-11,699,151516.8852775039,36594.3734770771,654729.0310696685
AI&DS,127256.70942929643,6,44262.07130447792,7956.145242034665,54027.64301748272,5616.748863512179,2024-12-09,366,83141.32620793117,37440.194857344395,147655.83889158064
Mechanical,986988.5471527665,19,47302.274398540896,44920.36927506643,101151.29580967737,15172.460784765697,2024-12-10,640,128088.16641799979,37781.19255013664,466522.1938378567
Civil,254613.847915441,44,77844.67305122968,23893.191395884292,127820.0695185087,10517.476869633378,2024-06-25,858,468701.530054666,5002.377211953356,363360.1079875054
EEE,521987.78093192854,11,11860.423200271402,27360.2983325022,44743.80676235618,18332.709061468522,2024-04-23,927,264878.5092819539,47926.4361731025,328496.78109164245
Medical Electronics,1973992.0568709355,2,34211.76821184794,46262.39216904121,139238.67693723217,29899.841227517492,2023-01-20,550,188760.86719084988,41639.394517459834,789618.8858446209
Mechanical,327866.3086579508,47,56583.66711839698,39933.071488217654,91962.60924610654,25013.402628168693,2024-07-13,548,437961.8143755175,45679.17634651784,348456.564630185
ECE,1022831.8992301443,44,34196.206820755906,10872.55688527329,58900.160559137876,26141.052290610536,2023-05-10,855,203545.23256902592,5703.9482888345365,486611.22522806266
Civil,1255403.6819203321,44,66559.06426770991,30443.89854234841,76011.57579969519,20881.624683977025,2023-10-20,160,174154.19927927095,47023.64581035827,553916.1717894069
Civil,1419806.6925610027,9,53368.073134715494,24901.35244338016,60584.94489223044,6038.996206806464,2023-05-12,601,111568.43604937043,41440.48379096471,571776.9953030156
ECE,1141314.9327994825,21,42553.92293736226,40874.49826604433,114264.4507913311,10169.941901103604,2023-12-22,246,195120.44371561162,42674.861433141436,498092.90440783574
CSE,69053.15246740813,24,95428.7764183461,37590.464642537714,123519.08624396718,28126.613911176373,2023-02-23,785,165175.33444829375,9197.932312488583,238141.2056969947
ECE,686599.5510757841,34,66894.35492678118,36068.25748599824,128281.86100142593,14152.82794821878,2024-01-22,889,341878.9400560891,38245.0113013369,461847.09641676437
Civil,1059537.7046001873,22,21694.72350411471,20324.51759659536,148149.87244614636,7590.91816201989,2023-09-22,433,151895.5252886563,48196.25103389409,485096.41299196525
Civil,221339.67333242504,3,60408.25276990559,41223.36786796645,122866.95802456886,22560.134146655048,2023-08-03,980,292827.8757470551,35534.630363817225,274633.4337080104
Medical Electronics,733722.5158579025,12,80265.86678808108,7357.608301768754,98179.92918951323,12486.443098356365,2024-04-04,990,42287.16086566662,30675.26320810729,385383.4187322542
Mechanical,114746.0621431648,28,73764.07277435175,12183.120564447527,64098.638790931895,11721.422822604292,2024-04-02,241,103731.68678129204,47553.335498704866,198316.371914689
ECE,203228.06945229045,30,25488.030636573345,20103.04728400603,90797.40833239742,29949.43638895651,2023-02-12,143,209628.58308956088,24932.17047804962,214326.7548820631
Mechanical,824000.3885931124,26,97517.7999136093,8456.334848117658,25338.862462752706,26453.473125666358,2024-08-08,243,469105.13441526075,31968.210483971543,469953.8067309454
ECE,308795.7203839677,48,50393.228117194536,15574.742489061122,116827.25981888869,15198.445459196026,2023-10-05,964,194853.47300069075,26435.22320724648,337275.44066033827
AI&DS,1156704.6541100384,21,24312.250336623518,42356.794234906316,77974.22086197324,29506.530195412477,2023-05-10,432,335396.3193879187,46978.079961213465,543486.3873581338
Civil,1394456.6898176682,28,26217.617871533315,47671.31920055357,22603.01986518439,21252.83058548034,2023-12-16,596,134992.73898648508,8423.812704447826,539819.5952717932
Medical Electronics,1611144.0632627115,26,18841.149297017244,18707.10600983857,28125.902396353405,23550.561296994005,2024-12-06,495,72246.45222688356,27550.38653714067,598467.7500427043
Mechanical,440292.97627737967,33,82316.62975914408,16903.21117949772,70370.64029682837,5787.82607705529,2024-06-27,154,38682.934039224565,35912.859862344725,267461.5092164077
ECE,376591.035405186,21,20982.74448896638,17595.16935108921,95844.79747239656,8040.131483701427,2023-04-16,406,159652.61428594816,40635.79422900066,256241.86830904413
Cybersecurity,253907.2886520805,35,21261.27314275722,17497.358930787974,80346.51336377647,20827.12816240596,2024-12-16,969,87253.9031304849,31235.839134986134,230008.81094479293
AI&DS,1291038.9866100915,34,86542.44532847538,6616.8581983687845,100496.56124798013,27475.5995662371,2023-01-01,522,95265.11952790085,45901.29848546543,591713.842715159
EEE,1427627.6666494573,41,41014.36760028037,46711.23558489986,82438.25364287625,20593.59315218989,2024-08-06,516,382772.06110960554,47389.615109774226,660480.3043350787
CSE,111592.98241000198,47,12777.21138772652,14616.416370664778,106021.49991257508,8350.622357974795,2024-03-07,772,17760.654762988364,7894.365043711258,182623.86629603125
Mechanical,1875613.8801751952,18,14670.57695665698,23900.183333663223,48486.38840720411,7894.001156158116,2023-11-02,896,283326.96161036287,23106.674279361847,717221.3550830358
Medical Electronics,151344.0031203712,11,22795.3402033506,5435.909723343549,34669.614333870784,26104.64739560204,2024-06-10,424,195936.07649079774,6055.65597745195,158361.81251872453
EEE,1105527.8538370875,23,29205.40131781206,43607.97909117757,97536.41410133579,8482.558467697858,2023-02-22,809,258209.49995518813,19823.74958184993,513926.34820972325
Cybersecurity,1432668.012929287,48,69863.15748145648,37902.080500471275,83009.63720171998,18005.799012600633,2024-06-03,770,285786.81623515545,29159.069808677097,667737.8042384281
CSE,1748389.791304867,22,24159.365200164542,47604.02158281665,23492.795025841588,5927.832999057557,2023-11-26,179,163550.17028406632,45985.7718729477,652724.0725238378
Cybersecurity,1442469.517658234,17,20698.695205936478,40172.696563837955,69462.64511409466,7016.744184779434,2024-07-11,130,154603.3414902998,43094.944510943125,564890.5571901344
EEE,1613369.761986094,5,78824.72273286512,19116.793042342935,33796.32611382941,21808.70669107162,2023-11-21,211,369366.9061741038,10737.487700239359,641879.6153833534
CSE,711927.8754584718,44,70394.9755473923,16154.301142779064,89076.38812785038,22229.535260687917,2023-04-24,657,436925.724179367,9186.366863340307,445453.14440961636
Cybersecurity,1638908.971805699,11,49179.17993097126,36397.23383989818,71451.098355856,13536.73516521106,2023-05-27,964,104364.99990467867,31517.030244050016,681942.8089706479
Medical Electronics,206223.95045011654,30,59437.87943320935,21385.074875472474,99709.74844339232,10390.244131076119,2023-06-15,816,57833.19266222299,28945.30876064522,253161.99505891246
ECE,1794892.4793180288,15,38078.561829377664,30479.675708867744,124728.28844013099,25342.756768932697,2024-01-14,663,449919.9451320927,16986.993864351072,774951.3364660803
Civil,1117805.1334997856,27,53425.03782118246,5281.5861961911605,58956.9288993938,10427.580736747259,2023-05-19,749,181448.77718722535,45475.388804922586,505766.83400454343
ECE,1643730.6514268627,35,55600.53840844712,7784.856575621387,145073.2735414536,18550.676741659492,2024-09-20,571,280145.5214247789,46731.48842576991,727879.8752673068
EEE,932020.6548106853,33,44851.35440602863,29091.557353174303,89632.48507638468,29205.221021572637,2023-10-26,173,186176.1408148017,23117.51472530732,437474.52668172924
Mechanical,1304976.5056332238,20,91591.49896049465,30473.22409016743,100377.80383812243,8696.310946559595,2023-10-03,652,71643.14480956514,45063.61507010841,588242.3566953959
Civil,1076485.1888254208,16,11445.567848290553,38815.382500670465,108487.40851934582,28521.906687367722,2023-06-27,578,298772.50602438673,22277.70024183377,506801.33272016677
AI&DS,1476599.567422897,34,80395.41367821215,10938.43938307828,106675.09888148667,9572.326326716717,2023-12-20,688,267319.0173671185,38156.757432336504,664007.5459991941
Medical Electronics,209178.46495964966,2,21194.454811719188,28093.238769055046,86426.19659585807,19186.080200580738,2023-06-03,486,109466.84400368664,26417.399789647585,175990.2350503962
AI&DS,167686.5637815994,35,81779.26244834794,13750.143999425987,75739.35784490885,14425.192798968616,2023-07-20,798,231415.83187961613,10516.242042823234,266222.09895922703
CSE,531851.3063197855,40,65432.07241090491,9193.825380321261,26991.655343059127,29123.215037545648,2023-04-25,981,400504.27696766646,46757.03905566597,422174.1732155108
Civil,361112.12622071727,28,85895.02818427622,23472.310732724956,22871.159889153365,11838.550725048422,2024-11-01,663,299308.79052286677,25434.346701989147,317687.89036850457
AI&DS,1749977.9548547934,47,18776.28930768077,12350.149164007576,66534.95528925941,14991.45005214384,2024-07-07,532,57489.49026282748,38051.916814508164,679657.1551847862
AI&DS,477467.27534818643,39,60308.25706897966,14980.189018654337,63375.91578238004,29571.502946385513,2023-03-09,511,278530.5336422762,21522.821649408146,339103.4350046772
Cybersecurity,1952937.248847306,6,55097.90922359774,19289.956094127578,70400.37012907089,18411.75977971183,2024-03-20,566,354341.7666518976,5849.63953593056,726649.8313154116
ECE,706946.7939536583,9,73557.38646670227,16672.478033443833,37987.8661154647,17565.752890531337,2024-03-20,698,398424.66883256816,9523.866141132616,403980.5664146448
Cybersecurity,405129.9355929636,20,58086.14967043082,8941.608383267589,115961.87516978968,11444.462205099782,2023-11-22,720,318267.6135307907,27329.876577046598,335488.6393254443
Civil,1589912.0889278343,1,58666.11104197938,9046.231018686603,131405.37392091105,22534.089007761035,2024-12-08,836,84802.50062498404,36048.39607068631,646622.8237973235
Civil,1334480.1622267084,8,48663.63492184582,13696.223685537567,142032.90259862455,5359.323794444441,2024-08-24,347,357984.90062917874,20063.08969606756,593353.5674880277
EEE,1021481.647083621,23,37795.09816066068,7275.163458179253,84007.09945755136,6237.815742557338,2024-09-14,680,341897.504579943,36296.98066299426,492536.6300308344
Cybersecurity,1132958.924328381,3,53403.7925126973,33190.56588546172,111112.54088630572,19983.964678395067,2023-12-25,219,21969.172640910278,36438.601524438025,465805.113348909
IT,1452443.4676309144,4,20664.312289156052,17929.70224290059,131221.6460466634,13541.864345461354,2023-05-25,166,211756.35711921914,36677.11582975239,585514.3470837746
ECE,495486.74559603253,25,96536.20050847763,17588.568549608193,74377.84444215317,28832.909305024015,2023-10-02,672,173145.6210115629,27163.48343092288,352467.1019497093
Civil,1992851.1363106468,47,74296.96872639385,19939.923240699434,60223.66333315777,27579.76726806964,2024-05-23,426,338011.91148428526,46169.87675546768,839808.2961285395
EEE,1950846.666186227,38,95722.04050190622,34825.832339437475,141774.1922609537,22842.65646691768,2023-06-28,802,115906.54803235114,27013.8433091277,824471.4081294159
Cybersecurity,1318135.088376527,15,30405.46440969669,44178.524666757075,87037.9516400195,25453.63952819503,2024-04-21,569,299527.2422573867,25261.93370734872,573816.3573553867
ECE,439107.77931183303,21,89140.69181588752,39158.91196500373,84643.00525681414,21683.296241692333,2024-02-18,592,457470.92128894443,13972.136855478215,372868.5372760949
Cybersecurity,1376445.0727410181,35,82791.09861071846,37738.81536012927,43194.09255325445,8139.552567754017,2023-06-02,800,400923.16238221776,18844.47893103514,647114.4576058134
AI&DS,190786.8975093929,46,70943.71712119062,26797.603352038215,34060.15189453638,24138.584242230067,2023-04-14,762,461514.2907460999,6905.05216332365,299865.4632362524
EEE,109772.37930132182,14,66252.62674766852,36221.25006353353,129473.89212285652,10254.799217971158,2023-03-16,385,489467.92379701807,33509.088212727656,286048.5792169562
ECE,552481.6325968667,36,38489.4698741083,29874.306561511243,99837.31290437735,13086.071377504919,2023-05-08,707,15228.362233019756,16184.108476719179,323749.2468186072
CSE,952114.7656416668,12,83476.97064685276,14731.273768393801,62357.19592252833,25480.855302560503,2024-12-11,411,315143.225424964,18686.98645184593,488601.877436
CSE,1743131.385546342,17,55136.39153317604,14386.476548347282,44925.70826073464,18413.140209836205,2024-10-27,408,212291.30490186415,39686.653474894454,698645.4096240714
ECE,1467979.6860443007,39,16380.241830215684,18337.640309387752,92214.64642205209,26498.517854585232,2024-07-21,874,431328.70026420965,19724.953242265423,676711.6812155858
Cybersecurity,1498277.716339963,9,38157.6844769617,45986.1201936416,95909.5076039476,10325.882996081604,2023-12-11,196,133389.20398447453,15898.815140591398,534281.6420021985
EEE,879712.0021737469,35,94176.73886907949,29633.667817087666,46909.16816185756,20194.46096517218,2024-06-14,212,490704.4496663873,12607.598711016759,504163.72315443447
CSE,724573.2354665777,13,86561.22345443616,38025.741965084126,130682.74722589161,7094.774313706541,2023-06-08,736,310716.9050764362,39868.62809818801,449133.1936191876
EEE,773525.5878199752,15,98371.51282688853,20595.144191744643,30954.36760026064,21076.524838500743,2024-06-21,555,398833.3270921272,10836.78160955121,423987.3830943312
CSE,1975916.6492853127,18,66519.40443436883,23347.209679935135,66292.10107163482,24063.35094438837,2024-03-01,562,51943.780883156476,25418.919211265908,729653.7476831062
AI&DS,128212.92325434084,33,32275.906582637075,10650.451038676312,108449.97378912788,19623.27234946804,2024-11-11,231,99894.36353184388,27811.855223473747,179967.26154580718
Cybersecurity,1740711.4174387746,6,24653.35447091774,12708.273101975166,55635.64729649609,11655.787537470256,2023-01-23,220,381617.79978675954,35932.546070857155,680245.2833611601
AI&DS,1178417.0467161671,27,26822.299654761548,42231.04496717655,127597.77532156534,5783.566721471668,2023-02-16,296,20773.39579926857,33497.7567049848,475265.85270181776
CSE,905300.0674197014,23,11781.609251252894,31317.738425999694,116182.81745805245,7986.2220991071445,2024-06-08,905,410270.21308795357,41482.43028253286,492881.41645063105
AI&DS,1464252.4378095162,27,45161.389988734525,20188.960964771853,122572.96979125745,20557.574476850656,2024-12-29,581,16835.019159036612,7013.814526680717,587446.1754268565
CSE,999004.4357781706,34,27228.491244958826,41128.30440479957,35483.84966397312,28360.505421062844,2024-12-06,733,331988.2311400239,18339.832615072875,496689.93156847294
ECE,1753175.314259238,46,47048.991441103215,16093.395753709234,38271.12663942058,10163.36009930016,2023-05-24,893,188896.02091358489,17606.035344892087,714700.8661391464
AI&DS,1806368.6348219542,38,94149.49886548889,48921.47143700917,57241.58590679587,23375.65372762747,2024-08-07,996,309632.4778324076,11570.76075164487,776320.47780071
Mechanical,872355.807403238,14,48748.618855647095,20516.79234857764,87350.03147568295,26661.276581226037,2024-10-29,871,351055.3894246657,18013.02142353994,460107.73778719216
Cybersecurity,589814.2046083505,36,89018.60472863514,20178.99293680524,117242.08997092232,18022.054461187778,2024-08-11,138,177812.85740128905,18939.439136430654,360658.757371503
Civil,1205083.1407570564,8,64495.42899542888,19036.035749151735,128749.01579891745,21731.644896091442,2024-02-23,665,62901.59957430942,28484.800786736523,526070.4114941335
IT,1829108.5239525475,35,32241.83991952527,10495.018216592956,111563.59107443345,25375.3829169037,2024-11-11,611,44126.475196650164,34866.70155168152,725853.9516015861
AI&DS,460791.26856104983,19,42026.92833332902,10001.171629940558,140717.594598983,11516.87894351484,2023-03-26,573,298578.65105564846,22149.523112531635,318959.3004933032
Medical Electronics,1264784.8379487914,30,17552.75822392865,34164.72655403555,116036.65625007094,12422.391856701073,2024-02-20,260,265121.12332971464,37376.16040910215,557691.1731653579
Cybersecurity,1281542.429180415,14,40011.633423640946,44380.312005112115,59814.82531059991,5015.6879157114045,2024-11-24,388,373678.4944693549,20127.4402360811,543647.8789675804
Mechanical,1479570.3937097979,20,70978.68509531807,40573.422962225304,54460.56696401443,29077.353272445063,2024-04-26,299,259770.3999019292,18062.765479164216,597395.6139668158
Mechanical,306556.9859981566,49,16489.998363649167,11349.8417309608,110505.01853914169,27938.62236490862,2024-03-31,887,216998.43711513077,29353.462513566097,316161.6425858504
CSE,1445858.6811300728,25,28486.12676302264,29551.19548064299,45073.173929649856,24114.206593985757,2023-10-24,627,205062.7173357531,6067.236213760578,585016.8456857419
CSE,1822613.415298,40,44329.693727198035,9751.619568948801,32052.925405335085,6976.900524416204,2023-04-22,784,22958.982272857058,8590.510563530017,678394.8225820566
IT,400382.06229697185,24,98384.45833143663,7038.258962588485,89188.9737313052,16187.572242487704,2023-08-18,602,174423.028831362,23808.629461393717,321345.5397068751
ECE,513209.4836015614,14,80637.56406629922,34537.363672314525,126813.40407126419,7547.293849288821,2023-04-06,347,488249.87718700216,47431.07201262904,402096.9721074269
Medical Electronics,1944220.4333811973,26,76013.80718428936,29081.855015615765,33179.37952108226,5398.006681569965,2024-11-10,482,438042.23235127353,37468.03009295407,794096.6447759273
Civil,402905.05778350506,38,20457.186087290138,8691.065834516188,122945.8720934448,20404.574130314933,2024-01-13,317,171395.25284676667,8965.6956275251,302607.24917241384
IT,1716050.9320706793,23,80289.63042534923,6572.26608826948,125504.36056570125,29020.73542700471,2023-06-05,186,298019.7484825224,43084.310575139316,726162.9073473925
EEE,1009941.8200736678,22,80674.19303644136,49539.03860342006,82695.62001060066,27571.700585803752,2024-02-25,181,425175.40531239205,37953.534677368145,536990.3779726898
Civil,532100.5950861953,48,64099.242606189546,6350.959946708234,27450.340301363285,22418.87037338511,2023-04-15,161,226224.42500753363,32492.593656619392,328260.78629030543
AI&DS,1747962.3074813972,19,99132.56037985347,25003.771387257184,42696.68066213423,7416.014604121785,2024-12-05,898,18799.35323757397,41913.18322741298,668393.0803183247
Cybersecurity,918345.2472551977,46,39272.85153320967,27707.856107346302,111965.41577105121,11854.100941807505,2023-11-26,599,46510.12629113364,23184.94314843307,425422.1745500267
EEE,1053893.8401628959,3,94714.52034176665,10277.606651020027,112531.13284882343,13001.418172132275,2024-03-14,141,260092.43346086625,14967.547288423373,478256.23027811106
EEE,750505.0703295431,42,92325.80034608532,12607.78002978723,136786.1857717965,24078.75144363903,2023-05-12,111,485025.2940811804,28041.05250989417,504910.67460755643
IT,1206254.1602981086,19,11033.259377444007,20831.225288465863,95749.19905209576,25056.229480877853,2024-01-17,932,349672.6756872452,29697.879001706322,575642.0625056117
ECE,368871.5515407944,9,50510.487382732994,39275.414429614815,36133.95780279106,14627.65307474801,2023-05-18,845,44748.93380489907,29224.686740446043,246566.57285651178
IT,812608.9964709334,28,97939.38097464161,27818.709082712,35783.937715646374,15447.099915440242,2023-09-27,940,102786.82913801276,30428.32061660474,418164.9006525756
AI&DS,1940354.0285538107,20,19280.92261672682,33705.58435488327,113747.20645638708,6112.725981904283,2024-07-03,742,387948.3401762565,47691.721320763136,820514.7407194653
ECE,553360.1937671987,45,59300.62249449875,49332.854979080366,43892.006464027145,12228.417960469025,2024-01-31,214,422305.48237855994,45601.053039330414,380062.95834049
AI&DS,1330636.4958555198,7,98106.17563369937,39560.24458909444,62690.1149501587,16282.129429440998,2024-07-10,317,312670.3472324095,44407.266645152275,595832.7170559781
ECE,684120.625238155,14,59994.588169527415,24546.267416354796,83337.56089984882,7924.57615963144,2024-04-08,748,325767.35311861016,41063.75649088822,412836.95831739885
Mechanical,1558272.5950888712,9,27083.377267494037,25089.886480844692,23219.434084899658,16331.686518875533,2024-11-05,205,23885.350687858474,47454.26482693784,546244.1883940945
EEE,305203.63840078213,19,62396.490708333076,32844.743466845226,52346.47351259114,26329.39530644501,2024-03-25,790,415979.8271949392,9432.258875573145,317963.7098244707
Medical Electronics,1941151.0379031622,47,28399.651655459216,34941.434378850696,73025.64910594642,19533.025493126333,2023-11-27,627,396254.8520037065,16930.54676505828,797618.7299463758
Cybersecurity,934889.6056980966,14,56773.38366050358,27531.99166265021,56352.72140411681,6973.246375960308,2023-09-10,571,136927.22061064013,27277.51755445632,409071.1846888825
AI&DS,510298.4035256047,38,16663.799612111317,34018.7550266741,37728.14257078356,9791.782970756858,2024-11-11,853,357251.5927830984,43094.05219055324,360101.2633025729
Civil,193318.65729352468,36,64493.440229296415,6058.962248634445,114641.59351350566,16863.608753963905,2023-10-12,945,115278.75714824906,27732.45701852296,258543.54238007
ECE,381027.91492070444,40,56511.094521534236,24333.028875357984,125709.19517183804,14037.178745545301,2023-10-01,992,29761.778915241364,38661.563270371495,350582.32581350935
Cybersecurity,1063559.1996842343,17,76614.52318853168,17552.213423306453,53472.266898684225,13968.175488652469,2023-01-20,486,108556.90586928486,11253.195736201229,461867.8773966241
Civil,707156.1940410082,30,66763.04240429065,10812.850035939968,120674.53429881943,18231.686203589754,2023-08-27,325,97528.14960960676,16358.621583945209,371271.8039639483
Cybersecurity,1666322.5634710884,9,59464.5641677681,9479.593076394882,70121.96337217081,19609.898039736436,2023-09-27,580,175496.51840007515,37929.92427669526,646959.8746277705
Medical Electronics,890230.6711405215,33,72080.0964323309,32143.647452660036,85869.15281102037,24921.539256904776,2024-02-22,853,215040.25361597448,12413.030399947582,457423.7837678143
Civil,534992.8315458783,25,22954.772221500774,28562.024621867527,131280.13973610988,13524.164086562116,2023-11-06,507,259184.05683387688,20811.017059471706,336597.0746584369
